town,zip,sold_price,units,price_per_unit,sqft,price_per_sqft,gross_annual_income,grm,noi_reported,cap_rate_pct,sold_date,days_on_market,year_built,annual_taxes,sale_to_list_pct,unit_mix
Springfield,1104,380000.0,2.0,190000.0,1960,193.88,,,,,2025-06-23,13,1969,4243.0,101.33,2x 2BR
Fall River,2720,790000.0,3.0,263333.33,2916,270.92,78000.0,10.13,78000.0,9.87,2025-06-23,30,1925,4367.0,97.54,3x 3BR
Deerfield,1373,480000.0,2.0,240000.0,2964,161.94,12000.0,40.0,12000.0,2.5,2025-06-23,20,1885,5191.0,106.69,2x 2BR
Marion,2738,710000.0,2.0,355000.0,3355,211.62,,,,,2025-06-24,18,1854,5751.0,97.93,2x 3BR
Worcester,1605,530000.0,2.0,265000.0,1800,294.44,,,,,2025-06-24,21,1890,5078.0,106.0,2x 3BR
Greenfield,1301,390000.0,5.0,78000.0,3253,119.89,46500.0,8.39,46500.0,11.92,2025-06-24,9,1900,7593.0,93.98,"4x 1BR, 1x 2BR"
Lynn,1902,2350000.0,12.0,195833.33,7704,305.04,237600.0,9.89,37200.0,1.58,2025-06-24,6,1910,29072.0,100.0,"1x 0BR, 1x 1BR"
Malden,2148,600000.0,2.0,300000.0,1368,438.6,,,,,2025-06-24,17,1925,6349.0,96.0,"1x 1BR, 1x 2BR"
Cambridge,2140,2000000.0,3.0,666666.67,4067,491.76,,,,,2025-06-24,9,1899,10553.0,119.4,3x 2BR
Ware,1082,388000.0,2.0,194000.0,1725,224.93,,,,,2025-06-24,25,1890,2596.0,103.47,"1x 2BR, 1x 3BR"
Malden,2148,901000.0,2.0,450500.0,2548,353.61,,,,,2025-06-24,6,1950,7674.0,107.39,2x 2BR
Worcester,1610,565000.0,2.0,282500.0,2647,213.45,21600.0,26.16,21600.0,3.82,2025-06-24,33,1890,4774.0,100.0,2x 3BR
Reading,1867,883000.0,2.0,441500.0,2584,341.72,,,,,2025-06-24,7,1920,9056.19,107.03,"1x 2BR, 1x 4BR"
Greenfield,1301,220000.0,2.0,110000.0,1797,122.43,7500.0,29.33,7500.0,3.41,2025-06-24,6,1900,3949.0,92.05,"1x 1BR, 1x 2BR"
Dighton,2715,730000.0,3.0,243333.33,2611,279.59,67500.0,10.81,67500.0,9.25,2025-06-24,27,1900,6189.0,97.33,3x 3BR
Worcester,1605,685000.0,3.0,228333.33,3111,220.19,18000.0,38.06,18000.0,2.63,2025-06-24,27,1893,6683.0,105.38,3x 3BR
East Bridgewater,2333,550000.0,2.0,275000.0,1250,440.0,,,,,2025-06-24,24,1900,5362.0,99.1,2x 1BR
Warren,1083,356500.0,2.0,178250.0,1876,190.03,34500.0,10.33,30069.0,8.43,2025-06-24,75,1882,2685.0,101.89,"1x 2BR, 1x 4BR"
Pittsfield,1201,100000.0,4.0,25000.0,4284,23.34,,,,,2025-06-24,2,1920,3900.0,133.33,4x 3BR
Revere,2151,925000.0,2.0,462500.0,2762,334.9,,,,,2025-06-24,3,1960,7137.0,101.09,"1x 1BR, 1x 3BR"
Fitchburg,1420,490000.0,2.0,245000.0,2624,186.74,,,,,2025-06-24,17,1930,5409.0,102.51,2x 3BR
Haverhill,1830,710000.0,2.0,355000.0,2523,281.41,36000.0,19.72,36000.0,5.07,2025-06-24,20,1915,5756.0,100.0,"1x 3BR, 1x 4BR"
Springfield,1108,460000.0,3.0,153333.33,3868,118.92,35400.0,12.99,35400.0,7.7,2025-06-24,90,1914,5823.0,96.84,3x 3BR
Springfield,1108,496000.0,2.0,248000.0,2340,211.97,23600.0,21.02,23600.0,4.76,2025-06-24,10,2023,5493.0,110.25,2x 3BR
Fitchburg,1420,683000.0,3.0,227666.67,3480,196.26,,,,,2025-06-24,15,1920,6198.0,105.24,"2x 3BR, 1x 4BR"
Revere,2151,910000.0,2.0,455000.0,2063,441.11,,,,,2025-06-24,8,1967,6666.0,101.12,2x 3BR
Revere,2151,1052000.0,2.0,526000.0,2848,369.38,,,,,2025-06-24,22,1911,6786.0,106.37,"1x 3BR, 1x 4BR"
Haverhill,1830,1425000.0,10.0,142500.0,6313,225.72,168240.0,8.47,107346.0,7.53,2025-06-24,15,1900,10518.0,95.0,"1x 0BR, 2x 1BR, 1x 2BR, 1x 3BR"
Springfield,1108,375000.0,2.0,187500.0,1933,194.0,,,,,2025-06-24,5,1910,3058.0,115.38,"1x 2BR, 1x 3BR"
Boston,2124,1250000.0,3.0,416666.67,4080,306.37,75000.0,16.67,75000.0,6.0,2025-06-24,12,1905,9.0,96.23,3x 3BR
Quincy,2170,1085000.0,2.0,542500.0,2300,471.74,,,,,2025-06-24,12,1942,7632.0,103.33,2x 2BR
Springfield,1109,534000.0,2.0,267000.0,2460,217.07,,,,,2025-06-24,309,2024,0.0,100.77,2x 3BR
Springfield,1109,245000.0,2.0,122500.0,3060,80.07,19200.0,12.76,19200.0,7.84,2025-06-25,6,1921,3180.0,113.95,"1x 2BR, 1x 3BR"
Westfield,1085,367340.0,2.0,183670.0,3063,119.93,32100.0,11.44,22500.0,6.13,2025-06-25,35,1910,4804.0,94.43,2x 2BR
Medford,2155,1015000.0,2.0,507500.0,2197,461.99,32400.0,31.33,21592.0,2.13,2025-06-25,14,1910,7820.0,109.14,"1x 2BR, 1x 3BR"
Chelsea,2150,635000.0,2.0,317500.0,1901,334.03,14400.0,44.1,14400.0,2.27,2025-06-25,65,1900,6019.0,96.36,"1x 1BR, 1x 2BR"
Boston,2124,1300000.0,2.0,650000.0,3415,380.67,66600.0,19.52,66600.0,5.12,2025-06-25,18,1935,11941.0,101.97,"1x 2BR, 1x 3BR"
New Bedford,2740,700000.0,3.0,233333.33,3582,195.42,43200.0,16.2,43200.0,6.17,2025-06-25,21,1905,5743.0,103.7,3x 3BR
Milford,1757,540000.0,2.0,270000.0,2410,224.07,30600.0,17.65,26157.0,4.84,2025-06-25,11,1880,5770.0,100.02,2x 2BR
New Bedford,2746,625000.0,2.0,312500.0,2200,284.09,,,,,2025-06-25,22,2025,899.0,100.0,2x 3BR
Boston,2119,1700000.0,2.0,850000.0,2950,576.27,,,,,2025-06-25,15,1999,9697.09,113.41,"1x 1BR, 1x 4BR"
Waltham,2453,1170000.0,2.0,585000.0,3060,382.35,,,,,2025-06-25,5,1910,8794.0,106.36,2x 2BR
Taunton,2780,635000.0,2.0,317500.0,2100,302.38,,,,,2025-06-25,11,1900,5780.0,113.41,2x 3BR
Fall River,2720,505000.0,2.0,252500.0,1768,285.63,21600.0,23.38,21600.0,4.28,2025-06-25,20,1921,3907.0,101.2,"1x 2BR, 1x 4BR"
Greenfield,1301,214000.0,2.0,107000.0,1817,117.78,10776.0,19.86,10776.0,5.04,2025-06-25,17,1900,3172.63,97.27,2x 2BR
Boston,2129,1405000.0,3.0,468333.33,3238,433.91,,,,,2025-06-25,43,1885,9585.0,96.96,"1x 1BR, 1x 2BR, 1x 3BR"
Medford,2155,935000.0,2.0,467500.0,2346,398.55,,,,,2025-06-25,7,1910,6741.0,100.65,2x 2BR
Belmont,2478,1265000.0,2.0,632500.0,2941,430.13,17700.0,71.47,17700.0,1.4,2025-06-25,21,1918,14511.0,126.5,"1x 2BR, 1x 4BR"
Brookline,2445,2400000.0,3.0,800000.0,5874,408.58,162000.0,14.81,157200.0,6.55,2025-06-25,14,1910,18393.0,97.96,"2x 3BR, 1x 5BR"
Fitchburg,1420,350000.0,2.0,175000.0,2064,169.57,,,,,2025-06-25,6,1890,4100.0,94.85,2x 3BR
Worcester,1605,276000.0,2.0,138000.0,3085,89.47,,,,,2025-06-25,15,1890,7111.0,102.22,2x 2BR
Everett,2149,1030000.0,3.0,343333.33,3895,264.44,31200.0,33.01,31200.0,3.03,2025-06-26,43,1910,8054.08,93.72,"1x 0BR, 2x 3BR"
Grafton,1560,650000.0,2.0,325000.0,2784,233.48,,,,,2025-06-26,7,1920,6630.0,100.02,"1x 3BR, 1x 4BR"
South Hadley,1075,427500.0,2.0,213750.0,2323,184.03,,,,,2025-06-26,26,1920,3743.0,106.9,2x 3BR
New Bedford,2740,366690.0,2.0,183345.0,1896,193.4,,,,,2025-06-26,49,1874,3820.0,101.89,2x 2BR
Waltham,2453,2342000.0,6.0,390333.33,7087,330.46,199450.0,11.74,159619.0,6.82,2025-06-26,58,1910,13981.0,91.84,"1x 1BR, 1x 4BR"
Winthrop,2152,1300000.0,3.0,433333.33,4102,316.92,98000.0,13.27,90600.0,6.97,2025-06-26,56,1906,10685.0,92.86,3x 2BR
Palmer,1079,410000.0,2.0,205000.0,2576,159.16,,,,,2025-06-26,22,1988,6179.0,102.53,2x 3BR
Leominster,1453,740000.0,3.0,246666.67,2236,330.95,76800.0,9.64,76800.0,10.38,2025-06-26,21,1900,6776.0,100.0,"1x 1BR, 2x 3BR"
Winthrop,2152,885000.0,2.0,442500.0,2454,360.64,51600.0,17.15,51600.0,5.83,2025-06-26,6,1910,6550.0,98.44,2x 3BR
Gloucester,1930,660000.0,2.0,330000.0,1770,372.88,10800.0,61.11,10800.0,1.64,2025-06-26,10,1891,4308.0,101.69,"1x 1BR, 1x 3BR"
Boston,2132,1242000.0,2.0,621000.0,2538,489.36,72000.0,17.25,72000.0,5.8,2025-06-26,32,1935,10211.0,90.33,2x 2BR
Springfield,1109,337000.0,2.0,168500.0,1800,187.22,,,,,2025-06-26,7,1989,3827.0,99.12,"2x 0BR, 2x 2BR"
Blackstone,1504,625000.0,2.0,312500.0,3837,162.89,45000.0,13.89,44400.0,7.1,2025-06-26,8,1850,5880.0,104.25,2x 3BR
Boston,2131,1000000.0,2.0,500000.0,2438,410.17,,,,,2025-06-26,7,1910,2438.0,102.25,2x 2BR
Salem,1970,1025000.0,2.0,512500.0,4310,237.82,42000.0,24.4,42000.0,4.1,2025-06-26,24,1875,9892.0,95.35,"1x 3BR, 1x 4BR"
Chicopee,1020,425000.0,2.0,212500.0,2680,158.58,24540.0,17.32,24540.0,5.77,2025-06-26,25,1920,5066.0,106.28,2x 2BR
Framingham,1702,820000.0,2.0,410000.0,2184,375.46,60000.0,13.67,60000.0,7.32,2025-06-26,27,1927,7061.0,102.5,2x 2BR
Leominster,1453,600000.0,2.0,300000.0,2520,238.1,,,,,2025-06-26,6,1957,5683.0,109.11,2x 3BR
Westfield,1085,300000.0,2.0,150000.0,1768,169.68,,,,,2025-06-26,41,1940,3742.0,92.34,2x 2BR
Melrose,2176,875000.0,2.0,437500.0,2130,410.8,,,,,2025-06-27,21,1920,7818.0,102.94,"1x 2BR, 1x 3BR"
Marshfield,2050,1000000.0,2.0,500000.0,2004,499.0,14400.0,69.44,14400.0,1.44,2025-06-27,8,1920,8336.0,100.0,"1x 2BR, 1x 4BR"
Boston,2135,2300000.0,3.0,766666.67,6066,379.16,125400.0,18.34,125400.0,5.45,2025-06-27,8,1920,22854.0,104.55,"2x 3BR, 1x 4BR"
Winthrop,2152,1120000.0,3.0,373333.33,5178,216.3,33600.0,33.33,33600.0,3.0,2025-06-27,19,1890,9830.0,112.11,3x 3BR
Weymouth,2191,650000.0,2.0,325000.0,2080,312.5,16200.0,40.12,,,2025-06-27,7,1950,6215.0,100.02,"1x 1BR, 1x 3BR"
Shrewsbury,1545,610000.0,2.0,305000.0,1636,372.86,40800.0,14.95,40800.0,6.69,2025-06-27,19,1925,5112.0,107.21,"1x 1BR, 1x 2BR"
Swampscott,1907,930000.0,2.0,465000.0,3600,258.33,29400.0,31.63,29400.0,3.16,2025-06-27,21,1890,10653.0,100.01,"1x 2BR, 1x 4BR"
Worcester,1603,660000.0,3.0,220000.0,2682,246.09,66000.0,10.0,66000.0,10.0,2025-06-27,14,1900,6763.0,101.69,"1x 0BR, 1x 3BR, 1x 4BR"
Lowell,1852,554000.0,2.0,277000.0,2120,261.32,,,,,2025-06-27,18,1900,5087.0,100.73,"1x 2BR, 1x 4BR"
Quincy,2169,700000.0,2.0,350000.0,1806,387.6,,,,,2025-06-27,21,1925,7168.0,103.72,2x 2BR
Boston,2121,1100000.0,3.0,366666.67,3042,361.6,76800.0,14.32,76800.0,6.98,2025-06-27,97,1900,9857.0,94.83,3x 3BR
Northbridge,1588,650000.0,2.0,325000.0,3252,199.88,55200.0,11.78,55200.0,8.49,2025-06-27,43,1900,4552.0,93.66,"1x 2BR, 1x 3BR"
Rockland,2370,686000.0,2.0,343000.0,1776,386.26,,,,,2025-06-27,19,1900,5825.0,110.66,2x 2BR
Lowell,1852,700000.0,2.0,350000.0,3231,216.65,,,,,2025-06-27,6,1920,5427.0,104.63,"1x 2BR, 1x 3BR"
Boston,2124,1065000.0,2.0,532500.0,2720,391.54,49200.0,21.65,49200.0,4.62,2025-06-27,39,1935,9286.0,101.43,2x 2BR
Lowell,1852,655000.0,3.0,218333.33,3164,207.02,24600.0,26.63,24600.0,3.76,2025-06-27,90,1880,6554.0,100.78,"1x 1BR, 1x 2BR, 1x 3BR"
Gardner,1440,510000.0,4.0,127500.0,2670,191.01,,,,,2025-06-27,27,1800,5241.0,92.74,"2x 1BR, 2x 2BR"
New Bedford,2746,668250.0,3.0,222750.0,3486,191.7,57600.0,11.6,57600.0,8.62,2025-06-27,4,1910,5180.0,102.81,3x 3BR
Oxford,1540,465000.0,2.0,232500.0,1882,247.08,42000.0,11.07,42000.0,9.03,2025-06-27,22,1877,4005.0,109.41,"1x 1BR, 1x 3BR"
Everett,2149,900000.0,3.0,300000.0,3244,277.44,,,,,2025-06-27,36,1900,10626.0,90.0,3x 2BR
New Bedford,2746,760000.0,9.0,84444.44,5225,145.45,112200.0,6.77,112200.0,14.76,2025-06-27,69,1919,6700.0,91.68,"4x 2BR, 1x 5BR"
Marlborough,1752,700000.0,3.0,233333.33,2300,304.35,,,,,2025-06-27,65,1880,5545.0,100.0,3x 1BR
Lawrence,1841,745000.0,2.0,372500.0,2154,345.87,,,,,2025-06-27,17,1920,5314.0,109.56,"1x 2BR, 1x 3BR"
Boston,2135,2300000.0,3.0,766666.67,5829,394.58,126900.0,18.12,126900.0,5.52,2025-06-27,8,1920,22135.0,104.55,"2x 3BR, 1x 4BR"
Yarmouth,2673,699000.0,2.0,349500.0,864,809.03,20400.0,34.26,20400.0,2.92,2025-06-27,2,1970,2855.0,117.48,2x 2BR
Amherst,1002,750000.0,2.0,375000.0,3283,228.45,48000.0,15.62,48000.0,6.4,2025-06-27,105,1850,11569.0,93.76,"1x 2BR, 1x 5BR"
Stoughton,2072,1600000.0,5.0,320000.0,3412,468.93,145800.0,10.97,117809.0,7.36,2025-06-27,33,1930,13000.0,96.97,"3x 1BR, 2x 2BR"
Southbridge,1550,475000.0,2.0,237500.0,2716,174.89,,,,,2025-06-27,7,1900,5200.0,110.47,"1x 2BR, 1x 3BR"
Worcester,1605,630000.0,3.0,210000.0,4791,131.5,55800.0,11.29,55800.0,8.86,2025-06-27,7,1890,9150.0,105.02,"1x 1BR, 2x 3BR"
Lynn,1904,655000.0,2.0,327500.0,1807,362.48,24000.0,27.29,24000.0,3.66,2025-06-27,8,1880,6449.0,109.17,"1x 1BR, 1x 2BR"
Holden,1520,515000.0,2.0,257500.0,3742,137.63,,,,,2025-06-27,5,1920,6995.0,85.85,"1x 2BR, 1x 4BR"
Springfield,1105,435000.0,3.0,145000.0,3231,134.63,48000.0,9.06,39100.0,8.99,2025-06-27,32,1899,4428.0,101.4,"1x 2BR, 2x 3BR"
Brockton,2302,1000000.0,3.0,333333.33,4353,229.73,,,,,2025-06-27,5,1900,10394.0,100.0,3x 4BR
Worcester,1610,720000.0,3.0,240000.0,3849,187.06,52800.0,13.64,52800.0,7.33,2025-06-27,21,1915,9319.0,105.11,3x 3BR
Fall River,2721,575000.0,2.0,287500.0,2258,254.65,,,,,2025-06-27,21,1919,5021.0,115.05,2x 2BR
Boston,2122,1500000.0,3.0,500000.0,4540,330.4,,,,,2025-06-27,0,1890,14452.0,100.0,3x 3BR
Somerville,2144,1830000.0,4.0,457500.0,3752,487.74,105720.0,17.31,93237.0,5.09,2025-06-27,27,1900,19157.0,106.09,"1x 1BR, 3x 2BR"
Salem,1970,910000.0,2.0,455000.0,2559,355.61,,,,,2025-06-27,20,1850,7277.0,102.36,"1x 2BR, 1x 3BR"
Lowell,1851,685000.0,2.0,342500.0,2793,245.26,,,,,2025-06-27,19,1925,5074.0,108.9,"1x 3BR, 1x 4BR"
Brockton,2301,770000.0,2.0,385000.0,2646,291.01,,,,,2025-06-27,19,1915,6937.0,104.05,2x 3BR
Cambridge,2140,1785000.0,2.0,892500.0,2092,853.25,,,,,2025-06-27,13,1910,8868.43,100.0,2x 2BR
Southbridge,1550,330000.0,2.0,165000.0,1612,204.71,18000.0,18.33,18000.0,5.45,2025-06-27,96,1937,4302.0,97.09,2x 2BR
Hopedale,1747,700000.0,2.0,350000.0,2758,253.81,16800.0,41.67,16800.0,2.4,2025-06-27,2,1949,8503.0,106.06,"1x 1BR, 1x 3BR"
Leominster,1453,695000.0,3.0,231666.67,3001,231.59,60000.0,11.58,54972.0,7.91,2025-06-27,20,1900,6203.0,99.43,"2x 2BR, 1x 3BR"
Fall River,2724,719900.0,3.0,239966.67,3210,224.27,13200.0,54.54,13200.0,1.83,2025-06-27,5,1900,5992.0,102.84,3x 3BR
Hudson,1749,1950000.0,7.0,278571.43,8744,223.01,171600.0,11.36,97820.0,5.02,2025-06-27,80,1973,18816.0,92.86,"1x 2BR, 4x 3BR"
Taunton,2780,677000.0,2.0,338500.0,1840,367.93,,,,,2025-06-27,27,1870,5980.0,104.19,"1x 2BR, 1x 3BR"
Hudson,1749,640000.0,2.0,320000.0,2992,213.9,,,,,2025-06-27,13,1910,9068.0,106.84,"1x 1BR, 1x 5BR"
Watertown,2472,1149000.0,2.0,574500.0,2642,434.9,65400.0,17.57,65400.0,5.69,2025-06-27,21,1918,11966.0,100.0,2x 3BR
Leicester,1524,650000.0,2.0,325000.0,6128,106.07,,,,,2025-06-27,15,1935,6840.0,100.02,"1x 2BR, 1x 4BR"
Everett,2149,850000.0,2.0,425000.0,2348,362.01,,,,,2025-06-30,23,1860,9465.0,106.26,"1x 2BR, 1x 3BR"
Northampton,1060,734000.0,31.0,23677.42,2604,281.87,32700.0,22.45,32700.0,4.46,2025-06-30,21,1900,7278.0,100.69,"1x 1BR, 2x 2BR"
Haverhill,1835,750000.0,2.0,375000.0,2819,266.05,,,,,2025-06-30,6,1901,5975.0,115.4,"1x 2BR, 1x 4BR"
Quincy,2169,1108000.0,2.0,554000.0,2600,426.15,61200.0,18.1,61200.0,5.52,2025-06-30,14,1918,7917.0,110.91,2x 3BR
Quincy,2170,1100000.0,2.0,550000.0,3957,277.99,,,,,2025-06-30,24,1892,14765.0,91.67,"1x 1BR, 1x 5BR"
Boston,2120,2825000.0,3.0,941666.67,4614,612.27,206400.0,13.69,206400.0,7.31,2025-06-30,89,1905,26729.0,99.12,"1x 4BR, 2x 5BR"
Lawrence,1841,770000.0,2.0,385000.0,2178,353.54,,,,,2025-06-30,21,1920,4814.0,102.68,2x 3BR
Springfield,1108,420000.0,2.0,210000.0,3348,125.45,44940.0,9.35,44940.0,10.7,2025-06-30,34,1915,5282.0,97.67,2x 4BR
Quincy,2170,938000.0,2.0,469000.0,1830,512.57,55800.0,16.81,55800.0,5.95,2025-06-30,25,1940,8380.0,103.3,2x 2BR
Amesbury,1913,990000.0,2.0,495000.0,3962,249.87,,,,,2025-06-30,19,1970,12540.0,102.17,"1x 2BR, 1x 3BR"
Amherst,1002,490750.0,2.0,245375.0,1841,266.57,,,,,2025-06-30,31,1800,9262.0,98.35,"1x 2BR, 1x 3BR"
Everett,2149,925000.0,2.0,462500.0,2551,362.6,42000.0,22.02,42000.0,4.54,2025-06-30,14,1900,9787.0,106.94,"1x 2BR, 1x 3BR"
Medford,2155,1105000.0,2.0,552500.0,2224,496.85,,,,,2025-06-30,20,1910,6930.0,116.32,2x 2BR
Grafton,1560,600000.0,2.0,300000.0,2596,231.12,,,,,2025-06-30,70,1920,6513.0,100.02,"1x 2BR, 1x 3BR"
Taunton,2780,1050000.0,3.0,350000.0,5157,203.61,,,,,2025-06-30,34,1900,9374.0,87.5,"1x 2BR, 2x 3BR"
Beverly,1915,870000.0,2.0,435000.0,2688,323.66,,,,,2025-06-30,22,1900,7795.0,96.77,2x 4BR
Gloucester,1930,675000.0,2.0,337500.0,2222,303.78,11400.0,59.21,5235.0,0.78,2025-06-30,5,1900,5203.0,103.86,"1x 2BR, 1x 3BR"
Bridgewater,2324,750000.0,3.0,250000.0,2626,285.61,,,,,2025-06-30,19,1910,6707.0,100.01,"2x 1BR, 1x 2BR"
Waltham,2453,2200000.0,7.0,314285.71,5562,395.54,138000.0,15.94,82800.0,3.76,2025-06-30,35,1878,14897.0,91.67,"3x 1BR, 1x 2BR, 1x 3BR"
Boston,2124,1425000.0,3.0,475000.0,3673,387.97,,,,,2025-06-30,23,1922,13304.0,89.12,3x 2BR
Salisbury,1952,1550000.0,2.0,775000.0,3968,390.63,,,,,2025-06-30,90,2025,0.0,97.0,2x 3BR
New Bedford,2746,622500.0,3.0,207500.0,3330,186.94,,,,,2025-06-30,31,1910,4889.0,95.78,"2x 2BR, 1x 3BR"
Milton,2186,1325000.0,2.0,662500.0,2523,525.17,42000.0,31.55,42000.0,3.17,2025-06-30,6,1925,9831.0,106.08,"1x 2BR, 1x 3BR"
Boston,2130,1210000.0,2.0,605000.0,2738,441.93,91200.0,13.27,91200.0,7.54,2025-06-30,24,1905,11655.0,96.8,"1x 3BR, 1x 4BR"
Methuen,1844,922000.0,3.0,307333.33,2998,307.54,74820.0,12.32,74820.0,8.11,2025-06-30,16,1930,6611.0,102.44,"1x 2BR, 2x 4BR"
Milford,1757,750000.0,2.0,375000.0,3772,198.83,4300.0,174.42,51600.0,6.88,2025-06-30,4,1820,7574.0,110.29,"1x 2BR, 1x 4BR"
Falmouth,2540,1175000.0,1.0,1175000.0,2900,405.17,,,,,2025-06-30,45,1984,5668.0,97.92,"1x 1BR, 1x 3BR"
Somerville,2145,1940000.0,4.0,485000.0,4409,440.01,73800.0,26.29,73800.0,3.8,2025-06-30,111,1900,13093.0,88.19,"3x 1BR, 1x 3BR"
New Bedford,2740,673350.0,3.0,224450.0,2891,232.91,27600.0,24.4,27600.0,4.1,2025-06-30,52,1902,5736.0,96.21,3x 2BR
Peabody,1960,821000.0,2.0,410500.0,1948,421.46,21000.0,39.1,21000.0,2.56,2025-06-30,39,1922,6277.0,102.75,"1x 1BR, 1x 2BR"
Quincy,2169,859000.0,2.0,429500.0,1904,451.16,,,,,2025-06-30,34,1920,8570.0,100.0,"1x 2BR, 1x 3BR"
Abington,2351,700000.0,2.0,350000.0,2876,243.39,,,,,2025-06-30,8,1890,7425.0,93.33,2x 3BR
New Bedford,2744,562000.0,2.0,281000.0,2356,238.54,54000.0,10.41,54000.0,9.61,2025-06-30,7,1922,4786.0,102.2,2x 3BR
Worcester,1605,750000.0,3.0,250000.0,4005,187.27,27600.0,27.17,27600.0,3.68,2025-06-30,21,1911,7241.0,100.0,3x 3BR
Boston,2125,851500.0,3.0,283833.33,3515,242.25,,,,,2025-06-30,62,1905,5727.0,96.76,3x 3BR
Northbridge,1534,716000.0,3.0,238666.67,2465,290.47,44100.0,16.24,11356.0,1.59,2025-06-30,20,1912,5249.0,110.15,"1x 1BR, 2x 2BR"
Shrewsbury,1545,665000.0,2.0,332500.0,1881,353.54,37200.0,17.88,37200.0,5.59,2025-06-30,23,1925,7113.0,98.53,"1x 1BR, 1x 3BR"
Spencer,1562,300000.0,99.0,3030.3,6912,43.4,131976.0,2.27,131976.0,43.99,2025-06-30,27,1860,2079.0,75.95,2x 9BR
Boston,2132,1425000.0,2.0,712500.0,2700,527.78,30000.0,47.5,30000.0,2.11,2025-06-30,23,1915,5881.23,95.06,"1x 2BR, 1x 3BR"
Dudley,1571,360000.0,3.0,120000.0,1956,184.05,13200.0,27.27,13200.0,3.67,2025-06-30,21,1920,3319.0,98.63,"1x 1BR, 2x 2BR"
Boston,2125,950000.0,2.0,475000.0,3960,239.9,18000.0,52.78,18000.0,1.89,2025-06-30,30,1910,7545.54,73.13,"1x 2BR, 1x 5BR"
Pittsfield,1201,320000.0,5.0,64000.0,4260,75.12,73200.0,4.37,73200.0,22.88,2025-06-30,18,1900,4092.0,107.02,"1x 1BR, 2x 2BR, 2x 3BR"
Springfield,1108,475000.0,2.0,237500.0,3181,149.32,,,,,2025-06-30,17,1912,4853.0,100.02,"1x 2BR, 1x 5BR"
Fitchburg,1420,550000.0,2.0,275000.0,2688,204.61,,,,,2025-06-30,31,1910,5216.0,110.0,2x 3BR
Lawrence,1841,710000.0,2.0,355000.0,2020,351.49,15600.0,45.51,15600.0,2.2,2025-06-30,27,1900,5342.0,100.01,2x 2BR
Springfield,1108,353900.0,2.0,176950.0,2844,124.44,,,,,2025-06-30,47,1890,2479.0,92.16,"1x 2BR, 1x 6BR"
Worcester,1604,352000.0,2.0,176000.0,1580,222.78,50400.0,6.98,50400.0,14.32,2025-06-30,7,1924,6052.0,117.73,2x 2BR
Medford,2155,1185000.0,2.0,592500.0,2502,473.62,61800.0,19.17,61800.0,5.22,2025-06-30,14,1925,8835.0,103.05,"1x 2BR, 1x 3BR"
Lawrence,1843,905000.0,3.0,301666.67,3708,244.07,,,,,2025-06-30,22,1900,5687.0,113.27,3x 3BR
Brockton,2302,890000.0,3.0,296666.67,4286,207.65,63000.0,14.13,63000.0,7.08,2025-06-30,27,1900,9147.0,99.0,"1x 2BR, 2x 3BR"
New Bedford,2744,680000.0,2.0,340000.0,3190,213.17,45600.0,14.91,45600.0,6.71,2025-06-30,22,1922,5270.0,104.78,"1x 3BR, 1x 4BR"
Fairhaven,2719,450000.0,2.0,225000.0,1065,422.54,,,,,2025-06-30,54,1950,3968.0,97.83,"1x 1BR, 1x 2BR"
Lowell,1852,720000.0,2.0,360000.0,2836,253.88,28200.0,25.53,28200.0,3.92,2025-06-30,18,1900,6666.0,110.79,2x 3BR
Gardner,1440,425000.0,2.0,212500.0,3635,116.92,36000.0,11.81,36000.0,8.47,2025-06-30,29,1840,6007.0,96.61,"1x 2BR, 1x 5BR"
Boston,2124,1400000.0,3.0,466666.67,3981,351.67,,,,,2025-06-30,14,1905,13531.0,96.35,"2x 2BR, 1x 3BR"
Fitchburg,1420,540000.0,2.0,270000.0,2340,230.77,30000.0,18.0,30000.0,5.56,2025-06-30,24,1910,5666.0,93.91,"1x 2BR, 1x 4BR"
Webster,1570,495000.0,3.0,165000.0,2547,194.35,27600.0,17.93,27600.0,5.58,2025-06-30,42,1900,4030.0,101.04,"1x 1BR, 2x 2BR"
Worcester,1602,680000.0,2.0,340000.0,2648,256.8,22200.0,30.63,22200.0,3.26,2025-06-30,17,1930,7819.0,100.01,2x 3BR
Boston,2126,865000.0,2.0,432500.0,2820,306.74,69600.0,12.43,69600.0,8.05,2025-06-30,20,1920,7999.0,108.26,2x 3BR
Watertown,2472,1485000.0,2.0,742500.0,3178,467.28,,,,,2025-07-01,7,1920,14350.0,94.29,2x 2BR
West Newbury,1985,830000.0,3.0,276666.67,3288,252.43,36600.0,22.68,18600.0,2.24,2025-07-01,18,1795,7705.0,97.76,"2x 1BR, 1x 3BR"
Worcester,1604,885000.0,3.0,295000.0,4176,211.93,78480.0,11.28,78480.0,8.87,2025-07-01,16,1920,9013.0,98.33,3x 3BR
Springfield,1151,475000.0,4.0,118750.0,4704,100.98,10920.0,43.5,10920.0,2.3,2025-07-01,60,1906,3473.0,100.0,4x 3BR
Easthampton,1027,540000.0,2.0,270000.0,2216,243.68,31350.0,17.22,16253.0,3.01,2025-07-01,8,1908,4971.0,108.22,"1x 1BR, 1x 2BR"
South Hadley,1075,505000.0,1.0,505000.0,3920,128.83,,,,,2025-07-01,30,1880,8295.0,99.02,"1x 2BR, 1x 4BR"
